Datetime,Open,High,Low,Close,Adj Close,Volume,Date
2023-03-21 09:30:00,101.9800033569336,103.16500091552734,101.86000061035156,103.0999984741211,103.0999984741211,2965103,2023-03-21 09:30:00
2023-03-21 10:00:00,103.12000274658203,103.8499984741211,102.93000030517578,103.11000061035156,103.11000061035156,2145502,2023-03-21 10:00:00
2023-03-21 10:30:00,103.0999984741211,103.72029876708984,102.87999725341797,103.06999969482422,103.06999969482422,1742325,2023-03-21 10:30:00
2023-03-21 11:00:00,103.08000183105469,103.62999725341797,103.0199966430664,103.61000061035156,103.61000061035156,1284398,2023-03-21 11:00:00
2023-03-21 11:30:00,103.62000274658203,104.18000030517578,103.43000030517578,103.96990203857422,103.96990203857422,2057138,2023-03-21 11:30:00
2023-03-21 12:00:00,103.96089935302734,104.6500015258789,103.82499694824219,104.62000274658203,104.62000274658203,1561433,2023-03-21 12:00:00
2023-03-21 12:30:00,104.62000274658203,105.12999725341797,104.62000274658203,104.9749984741211,104.9749984741211,2599481,2023-03-21 12:30:00
2023-03-21 13:00:00,104.9800033569336,105.52999877929688,104.93499755859375,105.49500274658203,105.49500274658203,1615423,2023-03-21 13:00:00
2023-03-21 13:30:00,105.5,105.75,105.20999908447266,105.2300033569336,105.2300033569336,2226467,2023-03-21 13:30:00
2023-03-21 14:00:00,105.22000122070312,105.24500274658203,104.66999816894531,105.16999816894531,105.16999816894531,2293276,2023-03-21 14:00:00
2023-03-21 14:30:00,105.18000030517578,105.30000305175781,104.84500122070312,105.20999908447266,105.20999908447266,2005356,2023-03-21 14:30:00
2023-03-21 15:00:00,105.19999694824219,105.55500030517578,105.16000366210938,105.44999694824219,105.44999694824219,1749011,2023-03-21 15:00:00
2023-03-21 15:30:00,105.45500183105469,105.95999908447266,105.44999694824219,105.86000061035156,105.86000061035156,4231214,2023-03-21 15:30:00
2023-03-22 09:30:00,105.13999938964844,105.8499984741211,104.63999938964844,105.72000122070312,105.72000122070312,3170008,2023-03-22 09:30:00
2023-03-22 10:00:00,105.70999908447266,105.94999694824219,105.20999908447266,105.87000274658203,105.87000274658203,1651151,2023-03-22 10:00:00
2023-03-22 10:30:00,105.87999725341797,106.06999969482422,105.48999786376953,105.81500244140625,105.81500244140625,1463490,2023-03-22 10:30:00
2023-03-22 11:00:00,105.81999969482422,106.51499938964844,105.7699966430664,106.49500274658203,106.49500274658203,1487230,2023-03-22 11:00:00
2023-03-22 11:30:00,106.5,106.94999694824219,106.43000030517578,106.54499816894531,106.54499816894531,1575450,2023-03-22 11:30:00
2023-03-22 12:00:00,106.54000091552734,106.5999984741211,105.81999969482422,105.96499633789062,105.96499633789062,1323699,2023-03-22 12:00:00
2023-03-22 12:30:00,105.96499633789062,106.29989624023438,105.83000183105469,106.27999877929688,106.27999877929688,1003501,2023-03-22 12:30:00
2023-03-22 13:00:00,106.29000091552734,106.29000091552734,105.87000274658203,106.1500015258789,106.1500015258789,952723,2023-03-22 13:00:00
2023-03-22 13:30:00,106.16000366210938,106.22000122070312,105.91999816894531,106.05999755859375,106.05999755859375,1065633,2023-03-22 13:30:00
2023-03-22 14:00:00,106.11000061035156,107.1500015258789,105.91999816894531,106.51190185546875,106.51190185546875,2430657,2023-03-22 14:00:00
2023-03-22 14:30:00,106.5000991821289,107.51000213623047,105.37999725341797,106.25,106.25,3508620,2023-03-22 14:30:00
2023-03-22 15:00:00,106.25,107.22000122070312,105.49400329589844,106.55999755859375,106.55999755859375,3231712,2023-03-22 15:00:00
2023-03-22 15:30:00,106.55999755859375,106.62000274658203,104.20999908447266,104.22000122070312,104.22000122070312,5069647,2023-03-22 15:30:00
2023-03-23 09:30:00,106.27999877929688,106.33000183105469,105.41000366210938,106.05000305175781,106.05000305175781,2865543,2023-03-23 09:30:00
